date,avgTaxiDuration,avgTaxiDistance,totalTaxiTrips
2021-12-16,0 days 00:18:12.475029698,8.180880873257307,126270
2021-12-17,0 days 00:18:15.534914254,6.918353895549631,124147
2021-12-18,0 days 00:16:19.790241115,9.889685656224668,110279
2021-12-19,0 days 00:15:28.614725877,14.510226421405703,91200
2021-12-20,0 days 00:16:36.173447401,16.436356327551398,94213
2021-12-21,0 days 00:16:31.036254068,15.856139342775505,93093
2021-12-22,0 days 00:16:54.379775133,10.928651680277866,91699
2021-12-23,0 days 00:16:36.826613545,13.55308328121571,87850
2021-12-24,0 days 00:14:27.692023729,14.662297543050029,69619
2021-12-25,0 days 00:15:01.690886367,22.441087813404565,40807
2021-12-26,0 days 00:17:47.348176583,11.353012468308199,54705
2021-12-27,0 days 00:15:26.322603259,8.332946642754338,69897
2021-12-28,0 days 00:16:02.080680197,5.992310585191306,75037
2021-12-29,0 days 00:15:57.999986664,5.924669030799184,74989
2021-12-30,0 days 00:16:13.342024933,10.47776940030782,77968
2021-12-31,0 days 00:14:52.915698417,12.310428960975539,70402
2022-01-01,0 days 00:15:34.814599391,5.936210494790435,63441
2022-01-02,0 days 00:16:06.722856507,6.210313243525445,58421
2022-01-03,0 days 00:13:55.297741868,7.703309716179822,72405
2022-01-04,0 days 00:13:46.590193396,3.47255867600118,74562
2022-01-05,0 days 00:13:25.922873766,5.916513835263835,74592
2022-01-06,0 days 00:13:28.424032336,5.045711371685292,79909
2022-01-07,0 days 00:12:46.690291940,3.0268777762257297,71590
2022-01-08,0 days 00:13:23.787982254,3.147445688110896,83177
2022-01-09,0 days 00:13:16.242150154,5.857759865029525,64014
2022-01-10,0 days 00:13:18.217160614,4.768644357596482,73692
2022-01-11,0 days 00:13:16.244578173,8.127845572980426,77603
2022-01-12,0 days 00:13:33.581802568,2.8655117483074473,80352
2022-01-13,0 days 00:14:20.371209624,2.9484827902815707,84952
2022-01-14,0 days 00:14:36.372032787,7.083990321583508,93817
2022-01-15,0 days 00:13:39.496685606,8.832386250901877,88704
2022-01-16,0 days 00:13:41.203151834,4.538838602420895,72783
2022-01-17,0 days 00:13:02.477644132,4.987802355237885,63518
2022-01-18,0 days 00:14:31.518480432,4.9449544342399205,84603
2022-01-19,0 days 00:14:32.598118651,3.6305208910433975,86640
2022-01-20,0 days 00:13:45.997829870,8.541396814206085,90778
2022-01-21,0 days 00:14:35.766065667,4.211171947671542,101054
2022-01-22,0 days 00:13:53.050607224,3.2321594003333782,96587
2022-01-23,0 days 00:13:57.762474972,3.423393270405908,76914
2022-01-24,0 days 00:13:45.535210908,3.347066627621243,78541
2022-01-25,0 days 00:14:05.749075547,2.7944547733803478,87349
2022-01-26,0 days 00:14:16.556771786,4.946965487301932,96747
2022-01-27,0 days 00:16:01.621213639,3.586721929314596,99766
2022-01-28,0 days 00:16:48.249684478,6.280067485110511,95873
2022-01-29,0 days 00:13:51.938990345,20.212362742817263,34388
2022-01-30,0 days 00:14:09.969647194,7.307483889988628,71229
2022-01-31,0 days 00:15:39.683842194,8.795190852139081,85878
2022-02-01,0 days 00:16:23.044296944,5.581506377633887,92354
2022-02-02,0 days 00:17:17.283248358,9.296424019184238,92576
2022-02-03,0 days 00:16:51.021575715,3.5433221437998506,104562
2022-02-04,0 days 00:14:42.246444079,6.903985078280105,110309
2022-02-05,0 days 00:14:42.019952128,9.316495640280388,116980
2022-02-06,0 days 00:14:24.066631873,5.620717259845021,88141
2022-02-07,0 days 00:15:57.080085971,3.1214436179909306,88867
2022-02-08,0 days 00:15:22.273143869,5.351868536013466,102781
2022-02-09,0 days 00:15:23.264730556,4.52253824618952,106089
2022-02-10,0 days 00:15:57.049554980,3.6428266728130207,112804
2022-02-11,0 days 00:16:52.134469053,4.734509477546029,117752
2022-02-12,0 days 00:16:08.573702416,5.913229253701413,119684
2022-02-13,0 days 00:13:58.316043516,4.238863924662983,93022
2022-02-14,0 days 00:15:05.349631814,7.662387146966764,110542
2022-02-15,0 days 00:15:15.311296760,9.95043508956129,110483
2022-02-16,0 days 00:15:20.953313744,6.363171727064969,110268
2022-02-17,0 days 00:15:56.604717965,5.633755988050414,113142
2022-02-18,0 days 00:17:15.426196516,4.665631391098689,116275
2022-02-19,0 days 00:15:00.338258695,5.388272509486422,114374
2022-02-20,0 days 00:14:56.076092771,7.5759595514575535,95331
2022-02-21,0 days 00:14:58.170201120,4.838341892883346,85869
2022-02-22,0 days 00:15:51.035346910,4.380360668672025,101395
2022-02-23,0 days 00:15:47.150126999,3.9954166926607546,112205
2022-02-24,0 days 00:16:10.705313203,6.30878438568688,119890
2022-02-25,0 days 00:15:14.629512467,5.757651740704402,118228
2022-02-26,0 days 00:15:18.981301196,4.645468242101157,123056
2022-02-27,0 days 00:15:41.090438966,11.324853294997355,100167
2022-02-28,0 days 00:16:01.659972021,3.396440750922022,102221
2022-03-01,0 days 00:16:15.890194564,3.707465663861269,113947
2022-03-02,0 days 00:16:04.900719988,4.3248565445550335,119863
2022-03-03,0 days 00:16:12.056601438,4.711188336298244,129290
2022-03-04,0 days 00:16:42.384592039,7.344438971246255,128505
2022-03-05,0 days 00:15:25.560472883,3.084132161371793,120368
2022-03-06,0 days 00:14:58.454852743,8.218007782750671,95853
2022-03-07,0 days 00:15:29.825016299,8.494030493003661,99695
2022-03-08,0 days 00:16:09.939905261,5.292269619766995,117165
2022-03-09,0 days 00:16:53.544412607,9.259207786366362,120056
2022-03-10,0 days 00:17:43.622996772,4.935749673637084,124861
2022-03-11,0 days 00:17:00.549264223,7.828046966127226,129455
2022-03-12,0 days 00:13:49.672948692,4.759779184732624,121776
2022-03-13,0 days 00:15:26.817293,5.167644932240121,100133
2022-03-14,0 days 00:16:12.972520847,9.153333063135177,98693
2022-03-15,0 days 00:16:15.531016863,7.68788829848575,112729
2022-03-16,0 days 00:17:10.294739127,5.627691446802469,119733
2022-03-17,0 days 00:17:50.889199454,5.7505510447300505,116633
2022-03-18,0 days 00:17:31.282944588,5.991587826249649,128276
2022-03-19,0 days 00:15:47.200994571,7.350199411545316,120655
2022-03-20,0 days 00:16:57.626760774,4.530397927502521,100169
2022-03-21,0 days 00:15:57.108024783,4.932849996519179,100551
2022-03-22,0 days 00:16:08.577203060,4.7027205265990775,113331
2022-03-23,0 days 00:15:48.230607262,5.018892967162614,122056
2022-03-24,0 days 00:16:07.994973661,4.247657243958342,124345
2022-03-25,0 days 00:16:50.265027124,5.35577652568536,124059
2022-03-26,0 days 00:15:44.769524991,6.987621108353492,127324
2022-03-27,0 days 00:15:09.104027158,5.3354937419559425,107222
2022-03-28,0 days 00:15:42.731325204,4.963282684788514,112277
2022-03-29,0 days 00:16:12.598929488,4.145797232493178,123866
2022-03-30,0 days 00:16:42.811573685,6.036512630296895,126442
2022-03-31,0 days 00:17:36.820028801,4.5867889308371925,128465
2022-04-01,0 days 00:17:37.105564859,4.619685127667894,135547
2022-04-02,0 days 00:16:32.436732652,3.8796692638933394,127957
2022-04-03,0 days 00:15:32.571001838,5.33303404564951,104448
2022-04-04,0 days 00:16:38.182481818,4.042561197892933,109726
2022-04-05,0 days 00:16:51.525490292,4.749352617079889,121968
2022-04-06,0 days 00:17:15.017104292,8.659972347792634,124764
2022-04-07,0 days 00:18:12.686491217,4.229574723504446,129116
2022-04-08,0 days 00:18:07.569835052,4.680557425712274,130708
2022-04-09,0 days 00:16:58.841302183,7.616351490076525,128584
2022-04-10,0 days 00:16:25.775196552,5.164226406843587,109767
2022-04-11,0 days 00:17:21.603089140,4.88158836876267,107538
2022-04-12,0 days 00:20:02.630147102,8.595987318456146,117809
2022-04-13,0 days 00:18:35.728539024,7.239838106078597,122117
2022-04-14,0 days 00:18:17.509662269,4.873207701729613,128179
2022-04-15,0 days 00:17:00.905413058,4.889625723314319,121835
2022-04-16,0 days 00:15:59.989130529,6.47771706411513,115277
2022-04-17,0 days 00:15:40.817020746,6.406469067347829,96306
2022-04-18,0 days 00:16:36.296653266,6.699589674044655,103235
2022-04-19,0 days 00:16:41.270248610,4.041516209854985,118539
2022-04-20,0 days 00:17:56.088699458,4.624416953280564,121534
2022-04-21,0 days 00:17:10.407832672,3.750455283914767,127415
2022-04-22,0 days 00:16:41.542375260,6.359360920723291,128247
2022-04-23,0 days 00:17:18.041668341,5.340684666146885,124411
2022-04-24,0 days 00:16:57.232741617,5.076985616010006,103935
2022-04-25,0 days 00:16:41.675267062,3.7065339560882737,106623
2022-04-26,0 days 00:17:09.937423016,8.38926304137954,120156
2022-04-27,0 days 00:17:58.725073233,3.8622000563936276,127674
2022-04-28,0 days 00:18:30.141857191,7.524345203106146,129292
2022-04-29,0 days 00:18:09.203480671,9.323246613431646,129113
2022-04-30,0 days 00:17:16.493364180,4.870435119038314,127942
2022-05-01,0 days 00:17:43.219121477,6.425686139473605,100191
2022-05-02,0 days 00:16:34.171346081,3.8005128875685177,95596
2022-05-03,0 days 00:17:22.736371485,6.209318781860751,120446
2022-05-04,0 days 00:16:53.396535229,5.129937975349586,125434
2022-05-05,0 days 00:18:07.861186577,6.24329010275168,131774
2022-05-06,0 days 00:18:58.058243251,6.4925142151962,128032
2022-05-07,0 days 00:16:05.086007767,5.773661062553412,118187
2022-05-08,0 days 00:16:51.227207337,5.826144822592324,103575
2022-05-09,0 days 00:17:33.457267848,7.504027879473181,107893
2022-05-10,0 days 00:17:33.551700265,6.1983205037334965,121334
2022-05-11,0 days 00:17:54.957465481,6.936188114156754,127614
2022-05-12,0 days 00:18:16.387657216,5.260111865400663,133017
2022-05-13,0 days 00:18:53.847821906,5.893877029823306,129999
2022-05-14,0 days 00:17:58.136179007,5.789022375899209,125805
2022-05-15,0 days 00:17:48.334905793,7.605370028229248,106627
2022-05-16,0 days 00:17:45.378404720,7.873035316017772,113886
2022-05-17,0 days 00:20:13.153894952,8.256288855994924,122954
2022-05-18,0 days 00:20:27.573934837,4.897610216016231,125685
2022-05-19,0 days 00:20:32.051251388,14.118899725882727,128777
2022-05-20,0 days 00:19:56.410102021,8.368596726286563,123896
2022-05-21,0 days 00:18:48.331141040,7.12066873000137,124071
2022-05-22,0 days 00:18:38.903417152,6.05978529481318,101488
2022-05-23,0 days 00:18:21.845384343,8.664167443713165,110461
2022-05-24,0 days 00:18:40.675301629,6.1056388739168295,120595
2022-05-25,0 days 00:19:22.980965028,12.777241814634465,121986
2022-05-26,0 days 00:19:20.008986281,5.511030454425537,121296
2022-05-27,0 days 00:17:53.921238673,4.288375983271931,110473
2022-05-28,0 days 00:16:31.357469543,6.295919779819483,98828
2022-05-29,0 days 00:16:49.768781839,6.044521495347492,91671
2022-05-30,0 days 00:16:05.285274672,6.839356893857435,83190
2022-05-31,0 days 00:18:06.804756066,6.998106570463346,113371
2022-06-01,0 days 00:18:59.988432857,8.834704135458624,121897
2022-06-02,0 days 00:18:59.782074584,3.4273700993287735,125442
2022-06-03,0 days 00:18:29.700672044,5.166082439544067,124843
2022-06-04,0 days 00:17:04.035924088,5.064270993113802,122564
2022-06-05,0 days 00:18:02.250085595,7.875128197603326,102225
2022-06-06,0 days 00:16:46.149144558,5.091573745722793,112515
2022-06-07,0 days 00:18:11.252973998,7.521811278466529,127606
2022-06-08,0 days 00:18:37.643560989,6.746452844479137,129391
2022-06-09,0 days 00:19:05.381931220,8.701821028308206,132859
2022-06-10,0 days 00:19:12.554416299,4.878375628209012,128739
2022-06-11,0 days 00:17:40.656022528,5.063376782714666,121444
2022-06-12,0 days 00:18:02.895756597,6.612547353549624,99095
2022-06-13,0 days 00:17:20.035532566,4.147410873252272,118511
2022-06-14,0 days 00:18:15.059128895,5.9024259991706804,125404
2022-06-15,0 days 00:18:45.011787879,5.314105447103999,130473
2022-06-16,0 days 00:18:48.091974291,4.679736962187831,129297
2022-06-17,0 days 00:18:31.233749074,6.9881804216843495,125639
2022-06-18,0 days 00:16:58.804180493,5.359205016592682,116015
2022-06-19,0 days 00:17:07.781101167,5.047729814449669,98895
2022-06-20,0 days 00:17:09.831000029,8.38081984779783,100787
2022-06-21,0 days 00:18:12.171268856,6.303827366517325,121645
2022-06-22,0 days 00:18:31.863249805,6.516623604258633,123232
2022-06-23,0 days 00:18:40.780296064,4.422776449675125,130512
2022-06-24,0 days 00:18:40.970548357,9.162665971358658,124645
2022-06-25,0 days 00:16:57.605181122,4.345396335872772,119974
2022-06-26,0 days 00:17:38.284464435,4.966245464499646,93154
2022-06-27,0 days 00:17:11.266450412,4.750784620521872,104815
2022-06-28,0 days 00:17:15.795100203,6.4290353689299975,114168
2022-06-29,0 days 00:17:28.007096246,5.777259213194077,117386
2022-06-30,0 days 00:18:16.578871024,5.584227717581266,114440
2022-07-01,0 days 00:17:04.831232383,5.616557215001566,102176
2022-07-02,0 days 00:15:12.739542762,7.143618607545344,86782
2022-07-03,0 days 00:15:21.331659968,4.190827914925433,74899
2022-07-04,0 days 00:16:33.512537180,8.51433646184906,64887
2022-07-05,0 days 00:15:59.929361684,4.206207405222009,94906
2022-07-06,0 days 00:16:22.663243581,4.529057656182265,103805
2022-07-07,0 days 00:16:49.626348434,3.413819339810133,108181
2022-07-08,0 days 00:16:46.305383329,7.540276283735372,104675
2022-07-09,0 days 00:15:33.475879729,5.298850466710722,96848
2022-07-10,0 days 00:16:22.650717927,5.2112413995194276,85315
2022-07-11,0 days 00:16:55.009356796,8.050073707809956,97683
2022-07-12,0 days 00:16:37.642998480,3.3884778806402602,113204
2022-07-13,0 days 00:17:27.613457166,3.8242788449349705,118331
2022-07-14,0 days 00:17:51.308848699,7.981027275409974,118605
2022-07-15,0 days 00:17:12.319336569,5.186567781373607,111240
2022-07-16,0 days 00:16:45.818469287,6.721794319294808,107205
2022-07-17,0 days 00:16:49.238113053,4.135202306414165,90877
2022-07-18,0 days 00:16:35.504110234,8.14201744418169,97683
2022-07-19,0 days 00:17:04.334031204,7.207260841615122,115112
2022-07-20,0 days 00:17:30.832180294,8.625346794327553,118961
2022-07-21,0 days 00:18:00.851489964,4.3025244913981435,117184
2022-07-22,0 days 00:17:01.338803614,7.860702881196023,110232
2022-07-23,0 days 00:16:18.179465089,3.4863133459690236,104466
2022-07-24,0 days 00:16:18.356560252,8.313507937204,91216
2022-07-25,0 days 00:16:04.881681662,5.92577525577118,95691
2022-07-26,0 days 00:16:55.411953089,6.415172575552549,110850
2022-07-27,0 days 00:17:17.940457051,3.3885045549620565,115698
2022-07-28,0 days 00:17:23.938808180,6.043439428830696,116813
2022-07-29,0 days 00:18:03.054816675,7.409145358607853,110678
2022-07-30,0 days 00:16:18.340277845,3.8771972352119963,102431
2022-07-31,0 days 00:16:46.925100937,4.472042245489177,87678
2022-08-01,0 days 00:16:54.236320887,7.0944574945283545,92294
2022-08-02,0 days 00:16:26.916226352,5.752925103458469,108256
2022-08-03,0 days 00:16:39.648047414,3.544029660902276,110853
2022-08-04,0 days 00:17:34.539230036,5.671615847206546,113408
2022-08-05,0 days 00:17:18.742428157,5.525478488769126,108362
2022-08-06,0 days 00:16:02.244607040,5.919562410669494,105647
2022-08-07,0 days 00:16:28.010380741,4.0477182992082685,87277
2022-08-08,0 days 00:16:08.332300518,5.78573191807017,97791
2022-08-09,0 days 00:16:35.730529179,7.620165724243394,112476
2022-08-10,0 days 00:17:29.546049097,4.774766075724663,85626
2022-08-11,0 days 00:18:00.344760841,8.49553237309711,114694
2022-08-12,0 days 00:17:49.666095937,3.6329577568510487,108633
2022-08-13,0 days 00:16:58.942374530,6.939590474866438,100702
2022-08-14,0 days 00:17:25.281877551,4.843683848396502,85750
2022-08-15,0 days 00:16:42.456516117,3.9384973495948974,92816
2022-08-16,0 days 00:16:11.941687749,3.511410610242257,104352
2022-08-17,0 days 00:16:47.492720956,6.583906280562205,107363
2022-08-18,0 days 00:17:33.996598888,6.166905079724986,109376
2022-08-19,0 days 00:17:31.947183633,5.518864533515524,105384
2022-08-20,0 days 00:17:20.905222303,7.287661419344644,101258
2022-08-21,0 days 00:16:52.209857947,5.538764975783838,86306
2022-08-22,0 days 00:15:51.935816268,6.629838012487447,91612
2022-08-23,0 days 00:16:22.073281514,3.8224231741386188,105238
2022-08-24,0 days 00:16:42.935516755,5.08204997034401,107904
2022-08-25,0 days 00:17:27.955419069,7.8963572315105495,109576
2022-08-26,0 days 00:17:11.468800120,7.073080363039417,105994
2022-08-27,0 days 00:16:42.155115192,7.752421987634134,103349
2022-08-28,0 days 00:17:08.629497303,5.956672735134151,87886
2022-08-29,0 days 00:16:44.767869060,6.192776665463178,91401
2022-08-30,0 days 00:16:57.323308985,4.27044424788861,105144
2022-08-31,0 days 00:18:02.800398504,3.7001096358691545,105896
2022-09-01,0 days 00:18:43.147659916,9.132273424206728,106962
2022-09-02,0 days 00:17:50.922706155,6.293097270615564,103320
2022-09-03,0 days 00:16:21.800916087,8.209682567520169,96934
2022-09-04,0 days 00:16:35.158791152,5.861901990257795,88481
2022-09-05,0 days 00:16:15.835436899,11.106453574404059,80419
2022-09-06,0 days 00:19:27.637749005,8.830962725011263,102106
2022-09-07,0 days 00:18:30.898302234,4.679371683722807,118921
2022-09-08,0 days 00:19:53.088639681,3.5919324252779514,124662
2022-09-09,0 days 00:19:35.503187562,7.578657229137041,125174
2022-09-10,0 days 00:18:42.541622742,9.81455724827422,117628
2022-09-11,0 days 00:17:38.567853153,14.977045676949993,101167
2022-09-12,0 days 00:18:38.153664302,10.848559634020898,110826
2022-09-13,0 days 00:19:13.474414563,5.588228240289173,122003
2022-09-14,0 days 00:19:25.883089349,4.568235820462387,124052
2022-09-15,0 days 00:19:54.475319641,3.5772605426865485,127956
2022-09-16,0 days 00:19:31.212836281,4.026188921199409,125862
2022-09-17,0 days 00:16:54.051158804,10.657713483806994,59501
2022-09-18,0 days 00:20:16.992906124,4.647992433199338,4229
2022-09-19,0 days 00:19:16.997471231,5.5086660036937065,105585
2022-09-20,0 days 00:21:07.842582350,6.561683852340688,106678
2022-09-21,0 days 00:22:41.769695909,8.361305412972468,102864
2022-09-22,0 days 00:20:22.848605687,8.468527583741269,109086
2022-09-23,0 days 00:19:58.245676453,7.090356960049675,119173
2022-09-24,0 days 00:17:29.003890918,3.953813355129286,117453
2022-09-25,0 days 00:17:02.965091657,13.601387057091577,99174
2022-09-26,0 days 00:15:52.223738456,5.133127782816623,97024
2022-09-27,0 days 00:16:02.134000423,5.206856822674008,113328
2022-09-28,0 days 00:18:11.073537331,5.685773398612811,122550
2022-09-29,0 days 00:19:09.503497606,8.416704442393987,126801
2022-09-30,0 days 00:18:52.601829184,5.090456568986273,123771
2022-10-01,0 days 00:16:18.809341883,7.386849274453827,118049
2022-10-02,0 days 00:16:57.333329854,4.805060747761101,95806
2022-10-03,0 days 00:17:29.070948091,6.12647514056188,108671
2022-10-04,0 days 00:17:05.969180549,5.0193332786242495,109671
2022-10-05,0 days 00:15:33.266006761,6.239815185946813,114764
2022-10-06,0 days 00:20:22.499394370,7.351286600235792,123838
2022-10-07,0 days 00:19:55.991378,6.95208047732926,125029
2022-10-08,0 days 00:17:52.283166828,8.194643723604996,122419
2022-10-09,0 days 00:18:27.793672935,4.775112866932076,98213
2022-10-10,0 days 00:16:41.481179138,9.167805937879027,94815
2022-10-11,0 days 00:17:29.373361915,3.966054612595564,119423
2022-10-12,0 days 00:18:57.582019735,3.484030981673715,124848
2022-10-13,0 days 00:19:13.289140433,6.321427328381864,128716
2022-10-14,0 days 00:19:11.552959379,6.715383823945211,127324
2022-10-15,0 days 00:17:47.102203114,5.353043731594778,127002
2022-10-16,0 days 00:16:53.917068093,9.646571736467381,108571
2022-10-17,0 days 00:16:52.705114108,6.917780310547346,111867
2022-10-18,0 days 00:17:50.023842366,5.724681540410926,124694
2022-10-19,0 days 00:18:50.962405899,7.295152063861428,129781
2022-10-20,0 days 00:19:20.995453481,6.733034687974382,132409
2022-10-21,0 days 00:19:04.448658420,5.988307284624953,129437
2022-10-22,0 days 00:17:32.245615129,4.31096525638526,128225
2022-10-23,0 days 00:16:53.607673851,5.594237054389511,105866
2022-10-24,0 days 00:16:54.941068239,6.269916081028927,111417
2022-10-25,0 days 00:17:42.976284841,6.261071973880839,123128
2022-10-26,0 days 00:18:45.632340504,5.398889061299858,128891
2022-10-27,0 days 00:19:47.954075159,6.193097906534151,132412
2022-10-28,0 days 00:19:02.362629051,8.30877873161139,132215
2022-10-29,0 days 00:17:39.467999312,3.3779396089586293,127966
2022-10-30,0 days 00:16:51.061668481,3.9548478585795213,108386
2022-10-31,0 days 00:16:48.269614751,9.181739678910384,101467
2022-11-01,0 days 00:18:01.354521766,5.526221764891375,120506
2022-11-02,0 days 00:18:04.237441692,6.095774089062413,126271
2022-11-03,0 days 00:18:52.062585561,5.55976400170363,131484
2022-11-04,0 days 00:18:10.832677798,8.515884513551981,130682
2022-11-05,0 days 00:17:34.634811082,7.214310089646552,130401
2022-11-06,0 days 00:19:52.853504829,5.461211915463326,104570
2022-11-07,0 days 00:17:53.511169572,3.8410756677219426,112135
2022-11-08,0 days 00:16:53.766324584,3.309758918767183,121121
2022-11-09,0 days 00:18:46.578842268,8.105905982905982,128700
2022-11-10,0 days 00:19:38.033941850,3.8078422626895807,132727
2022-11-11,0 days 00:19:17.084015697,6.0658806740962214,117728
2022-11-12,0 days 00:17:23.610871823,3.4542599890029324,130944
2022-11-13,0 days 00:17:19.622067227,4.0119647498446644,114269
2022-11-14,0 days 00:18:19.614684362,7.3629043000559085,82278
2022-11-15,0 days 00:19:15.342319901,4.436506701349088,90728
2022-11-16,0 days 00:19:14.088430822,13.10177886898338,92660
2022-11-17,0 days 00:20:00.847048581,6.274150234938747,95344
2022-11-18,0 days 00:19:02.203543067,6.894828189494417,95454
2022-11-19,0 days 00:17:57.381831205,10.094094825770025,94932
2022-11-20,0 days 00:16:50.118681047,4.4635506933744225,81125
2022-11-21,0 days 00:17:34.936273335,3.687904926008514,108526
2022-11-22,0 days 00:18:54.880790250,6.501642135037452,114546
2022-11-23,0 days 00:18:07.048352896,6.092871355547141,105640
2022-11-24,0 days 00:14:53.478503653,6.077056687194063,69663
2022-11-25,0 days 00:15:40.098652533,9.23566974955835,86607
2022-11-26,0 days 00:17:04.260408187,5.182401294303257,99513
2022-11-27,0 days 00:17:05.739542025,9.138996564636747,90529
2022-11-28,0 days 00:17:29.662863421,5.557753737510329,106488
2022-11-29,0 days 00:17:39.140242267,6.148346513420233,119372
2022-11-30,0 days 00:18:47.821808849,11.622829099994052,117677